# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  17.55137174 -112.79271395  -17.55137174];[0.21723928823535857, -1.211343680010812, 1.2113437235496005, -0.21723932690219924];[19.05, -116.82, -20.56]
[  17.54955953 -112.79834547  -11.16788681];[0.4081445628489974, -1.2190870549391166, 1.0451755705346342, -0.22076487879136444];[19.28, -117.22, -13.99]
[  17.54819499 -112.80382784   -4.78583267];[0.5963713405271506, -1.2226511131879305, 0.870521954371477, -0.2221836858631318];[19.34, -117.48, -7.3]
[  17.54769491 -112.80662741    1.5952287 ];[0.7804876219510717, -1.2232475712633328, 0.6890285401798816, -0.22239552527927708];[19.51, -117.55, -0.07]
[  17.54881828 -112.8010802     7.97669708];[0.9588237605028824, -1.2213037337038886, 0.502673878273069, -0.2216703792425099];[19.4, -117.38, 6.9]
[  17.55041277 -112.79557441   14.35944178];[1.1293945408909714, -1.2158346741566477, 0.3129565969926888, -0.21933969128995118];[19.25, -117.04, 13.69]
[  17.55313146 -112.78402242   20.74448347];[1.2911339565341524, -1.2055756984663208, 0.1211516906933211, -0.21438048911897437];[19.11, -116.58, 20.32]
[  17.55638521 -112.77006267   27.13144641];[1.4435135568801751, -1.1885640955816252, -0.07242240983063428, -0.20532972464670537];[19.17, -116.06, 26.51]
[  17.55958687 -112.75813221   33.51861421];[1.58691609455575, -1.1627787235793825, -0.26829017589629184, -0.1906730391740918];[18.85, -115.51, 32.7]
[  17.56310657 -112.74518404   39.90508057];[1.7229690058580658, -1.1265895391505447, -0.4678304835249598, -0.16911472160628302];[18.44, -115.13, 39.04]
[  11.17492903 -112.75196007   36.71025309];[1.6672462781181485, -0.9851806598492538, -0.36563985157887813, -0.36675232772961075];[11.96, -115.35, 36.51]
[  11.17269056 -112.764173     30.32343716];[1.5262743598157154, -1.0137303599642937, -0.16770769130564067, -0.3869510118593764];[11.81, -115.93, 30.42]
[  11.17066119 -112.77566872   23.93666899];[1.3773969276281424, -1.0332749083078154, 0.027520824339579905, -0.4003414725214336];[11.88, -116.59, 24.71]
[  11.16837419 -112.79234315   17.55032602];[1.2192832490605634, -1.0453588938360474, 0.22085597994363, -0.4082581678773161];[12.3, -117.18, 17.87]
[  11.16619152 -112.80997369   11.16619153];[1.0519445253758453, -1.0519445061469324, 0.4123068177356083, -0.4123068325621153];[12.46, -117.63, 10.93]
[  11.16527382 -112.81565051    4.78508199];[0.8765512841380293, -1.055082018087869, 0.6012839395240729, -0.41409923942134946];[12.58, -117.85, 4.41]
[  11.16493731 -112.81855295   -1.59497586];[0.6943154514813736, -1.0555963728666224, 0.786146944099571, -0.4143757711121226];[12.69, -117.98, -2.68]
[  11.16569281 -112.81280465   -7.97546442];[0.5072103522920064, -1.0539034513691505, 0.9652213681980781, -0.41344173338427587];[12.71, -117.97, -9.53]
[  11.1672602  -112.80110591  -14.35794006];[0.31685206503002766, -1.049224667160726, 1.1367348600529161, -0.4106717622483925];[12.65, -117.71, -16.24]
[  11.16952673 -112.7836553   -20.74329998];[0.12440431810680812, -1.0401259835702583, 1.299515734516836, -0.4048828930668108];[12.55, -117.31, -22.75]
[  11.1716519  -112.76998299  -27.12997121];[-0.06983317495341998, -1.0245256134418965, 1.4529185537025182, -0.3944107044320642];[12.64, -116.83, -28.99]
[  11.17378109 -112.75818467  -33.51692065];[-0.26624301246194065, -1.0006808303642205, 1.597638881737961, -0.3777870610385529];[12.41, -116.45, -34.84]
[  11.17614135 -112.74543498  -39.90324058];[-0.46616300562700297, -0.9670409995428302, 1.735393968120978, -0.3536868583881451];[11.98, -115.84, -41.47]
[   4.78912525 -112.75189899  -36.70920339];[-0.3650483140317733, -0.8158622121061407, 1.6730814465319628, -0.5497473760658812];[5.31, -116.07, -38.74]
[   4.78813731 -112.76401178  -30.32250766];[-0.16688052799074599, -0.8420863891281105, 1.531221368513704, -0.5723404494461307];[5.49, -116.81, -32.83]
[   4.7872461  -112.77543972  -23.93589165];[0.02865861276346024, -0.8599241280748311, 1.3816680431385708, -0.5875105680301528];[5.51, -117.4, -27.12]
[   4.78625159 -112.79196057  -17.54972998];[0.22236058592006283, -0.8708492882920392, 1.2230364453377172, -0.5966375991469649];[5.5, -117.83, -20.59]
[   4.78530082 -112.80959147  -11.16578363];[0.41421014540162693, -0.876716724483509, 1.0552643048969907, -0.6014179811785573];[5.43, -118.15, -14.04]
[   4.7844472  -112.82768958   -4.7844472 ];[0.6033247472406431, -0.8791328659922099, 0.8791328660579073, -0.6033247658236015];[5.42, -118.32, -7.43]
[   4.78429618 -112.83068903    1.59476193];[0.7885474643387218, -0.8795758719234424, 0.6965360468466951, -0.6036674541967877];[5.48, -118.42, -0.49]
[   4.78485953 -112.81858539    7.97479458];[0.9681621600117944, -0.8782732014185015, 0.5091940078497967, -0.6026544225605157];[5.47, -118.29, 6.51]
[   4.78576613 -112.80072068   14.35743409];[1.1402640936403594, -0.8743057375146388, 0.3185531125941017, -0.5994708480556682];[5.36, -117.96, 13.56]
[   4.78675455 -112.78328086   20.7426216 ];[1.3035149729267086, -0.8661360779571534, 0.12572078261190972, -0.5927243071212741];[5.18, -117.54, 20.31]
[   4.7876806  -112.76978437   27.12911454];[1.4575045227327343, -0.8519565108548315, -0.06885857461546374, -0.5807634145686958];[5.09, -116.81, 25.83]
[   4.78861805 -112.75806879   33.51592613];[1.6030002309672127, -0.8301167277134945, -0.2655446815951706, -0.5620591689454839];[5.01, -116.31, 32.23]
[   4.78966185 -112.74544002   39.9021486 ];[1.7417673185118585, -0.7991457557936144, -0.4656518581639666, -0.535240066955825];[4.88, -115.85, 38.84]
[  -1.59636567 -112.75187335   36.70898752];[1.6741969151859424, -0.6397726013328666, -0.36496906016356934, -0.7285516178013764];[-1.81, -116.01, 36.45]
[  -1.59603435 -112.76396505   30.32231734];[1.5321538553136915, -0.663583636268227, -0.16675653644761287, -0.7535767326204591];[-2.33, -116.63, 30.18]
[  -1.59573577 -112.77537837   23.93573326];[1.382462143203956, -0.6796519117932408, 0.02884208667818955, -0.7705364153014065];[-2.28, -117.23, 24.54]
[  -1.59540324 -112.79186679   17.54960922];[1.2237261036440334, -0.6893856772679539, 0.22261469683230295, -0.7808705141723886];[-2.12, -117.65, 17.81]
[  -1.59508522 -112.80949617   11.16570137];[1.055868403917353, -0.6945319186604173, 0.41454106043637073, -0.786379251297871];[-1.91, -118.05, 11.03]
[  -1.59479977 -112.82759723    4.78440963];[0.8796595124117169, -0.6966092805672717, 0.6037349593833474, -0.7886260845399554];[-1.74, -118.33, 4.44]
[  -1.59467353 -112.83676988   -1.59467353];[0.6968396879734314, -0.6968396858195316, 0.7888790761720169, -0.7888790780167672];[-1.6, -118.47, -2.43]
[  -1.59493765 -112.81849099   -7.97473388];[0.5095645228690021, -0.695875704254703, 0.9687270767344156, -0.7878295547584406];[-1.53, -118.47, -9.33]
[  -1.59524085 -112.80062559  -14.35733183];[0.3188450455661828, -0.6924287799784317, 1.1409092737447044, -0.7841214649154332];[-1.54, -118.26, -16.21]
[  -1.59557153 -112.78318932  -20.7424838 ];[0.12593863046400988, -0.6852027352311234, 1.304253962834272, -0.7764206454371809];[-1.7, -117.89, -22.73]
[  -1.5958813  -112.76972965  -27.12893954];[-0.06870646488639152, -0.6724935043792698, 1.4583628289398414, -0.7629702425707428];[-1.88, -117.22, -28.2]
[  -1.59619555 -112.75803162  -33.51572203];[-0.2654453183718631, -0.6527353026238196, 1.6040179324504187, -0.7421638959362244];[-1.89, -116.69, -34.16]
[  -1.59654575 -112.74542829  -39.90192355];[-0.465587500100914, -0.6245271865821288, 1.7429938231305588, -0.7125672976186148];[-1.94, -116.44, -40.62]
[  -7.98196567 -112.75193645  -36.70962909];[-0.36524642045362365, -0.4586810339131081, 1.6707982642116619, -0.9014781322549197];[-8.31, -116.44, -38.12]
[  -7.98033871 -112.7640904   -30.32288377];[-0.16717050108194875, -0.4800655384165172, 1.5292987070337563, -0.9288783386106811];[-9.01, -117.1, -32.3]
[  -7.97886811 -112.7755464   -23.93620542];[0.028246869504410035, -0.494339676429363, 1.380018782782188, -0.9475773656961581];[-9.01, -117.61, -26.58]
[  -7.97722052 -112.79213043  -17.54996989];[0.22180477311230667, -0.5028588455947091, 1.221595103879103, -0.9590844212373724];[-8.91, -118.03, -20.03]
[  -7.97564642 -112.80976266  -11.16594744];[0.41349768319175917, -0.5072721650029888, 1.0539952026952077, -0.9653091786977224];[-8.83, -118.28, -13.56]
[  -7.97460889 -112.8216483    -4.78474803];[0.6025869979439774, -0.5091324733791043, 0.8781898525229705, -0.9680743506797108];[-8.93, -118.44, -7.06]
[  -7.97436254 -112.82460021    1.5948633 ];[0.7876735995747772, -0.5094420954141377, 0.6957303905187856, -0.9685522841152532];[-8.99, -118.49, -0.27]
[  -7.97491557 -112.81875385    7.97491558];[0.9669725027929126, -0.5084008896055153, 0.508400846623651, -0.9669725347573253];[-9.06, -118.34, 6.47]
[  -7.97641693 -112.80089229   14.35763751];[1.1389119896053181, -0.5054814896933488, 0.31792009160094575, -0.9627449765383327];[-9.13, -118.04, 13.32]
[  -7.97805258 -112.78344684   20.742895  ];[1.3019751092968475, -0.49921567799835787, 0.12523885265748505, -0.9541109875421288];[-9.35, -117.56, 20.12]
[  -7.97958546 -112.76987841   27.12946077];[1.4557280673813915, -0.4880032598519149, -0.06920632315918579, -0.9392156577256391];[-9.51, -116.97, 26.08]
[  -7.98113077 -112.75812872   33.51632901];[1.600909457229811, -0.47034780915271923, -0.26578433749898145, -0.9163626916269068];[-9.41, -116.44, 32.46]
[  -7.98284837 -112.74545046   39.90259189];[1.73926549484245, -0.4449031356803272, -0.4658189866406729, -0.8840419253576366];[-9.23, -116.01, 38.89]
[ -14.36804018 -112.75193455   36.71105991];[1.6622827204228385, -0.2741029988234599, -0.3663367771358526, -1.0667705521611373];[-15.52, -116.08, 36.43]
[ -14.36522541 -112.76422183   30.32415643];[1.5219904613433086, -0.2931527178055051, -0.16860687556306958, -1.0964464578931656];[-16.08, -116.52, 30.38]
[ -14.36266332 -112.77576684   23.93727499];[1.373636856175245, -0.30568187858085594, 0.02635928169497323, -1.116826565537287];[-16.12, -117.07, 24.12]
[ -14.35975388 -112.79255432   17.55079461];[1.215933807374033, -0.313008648070931, 0.21938606314701697, -1.1294905814435272];[-16.0, -117.49, 17.6]
[ -14.35762003 -112.80413394   11.16701124];[1.0491325845813184, -0.3168010546894778, 0.41061498695695564, -1.1366392779872854];[-15.95, -117.9, 10.9]
[ -14.35647141 -112.80971312    4.78544467];[0.8740588903951932, -0.3184040605697574, 0.5992704732572642, -1.1399821036287499];[-15.87, -118.19, 4.37]
[ -14.3560503  -112.8125647    -1.59509814];[0.6921416079377091, -0.3186478369835902, 0.7838135918979373, -1.1405355004397417];[-15.82, -118.34, -2.66]
[ -14.35699594 -112.80691633   -7.97606017];[0.5053580331612495, -0.31781960209385174, 0.9625702476207151, -1.1387225836119033];[-15.77, -118.3, -9.58]
[ -14.35833921 -112.80131545  -14.35833923];[0.3152169920019458, -0.31521704126079, 1.133566863677129, -1.1335668861954333];[-15.71, -118.07, -16.24]
[ -14.36121605 -112.78386324  -20.74383135];[0.12309244068232357, -0.30989575692348104, 1.2959697947796625, -1.1239947964635133];[-15.78, -117.58, -22.67]
[ -14.36391539 -112.77005917  -27.13063657];[-0.07085714855466005, -0.300146950764818, 1.4489133587591854, -1.1076928433938367];[-15.82, -117.04, -28.67]
[ -14.36659803 -112.75819993  -33.51768755];[-0.26703249038253307, -0.28452645708371743, 1.5930367652155173, -1.0828737159115398];[-15.82, -116.53, -34.3]
[ -14.36956095 -112.74535957  -39.90407701];[-0.4667897681374151, -0.2617261680755975, 1.7300177470558664, -1.047946188963551];[-15.72, -116.24, -40.63]
[ -20.75468995 -112.75156803  -36.7131483 ];[-0.3692003132405315, -0.08700215086750512, 1.6473752975601947, -1.2230000573490036];[-21.84, -116.21, -38.11]
[ -20.75084431 -112.76404356  -30.32604095];[-0.17207255046557438, -0.10390599748057391, 1.5088425883449046, -1.254885375660863];[-22.14, -116.72, -32.32]
[ -20.74730559 -112.77570873  -23.93888224];[0.022120148827141098, -0.11481660539888391, 1.3618688203774383, -1.2769539159383918];[-22.08, -117.14, -26.16]
[ -20.74404315 -112.78703913  -17.55276002];[0.21433269250752354, -0.12110934080932825, 1.2054761367272886, -1.2910317265640463];[-22.04, -117.54, -19.84]
[ -20.74196859 -112.79258021  -11.16881259];[0.4047123360261589, -0.12428283600893222, 1.0398524751229863, -1.299215614344526];[-22.27, -117.9, -13.45]
[ -20.7404025  -112.79796699   -4.78624396];[0.5923924095633615, -0.12552522083619913, 0.8657291594451317, -1.3030243685798317];[-22.42, -118.1, -6.84]
[ -20.73982893 -112.8007135     1.59536772];[0.7759641172583757, -0.12570624129830005, 0.6847762489649556, -1.303669134993451];[-22.49, -118.12, 0.11]
[ -20.74111804 -112.7952685     7.97737129];[0.9537654250717742, -0.1250799913022809, 0.4989693742826594, -1.3015789788075296];[-22.49, -117.96, 6.83]
[ -20.74294639 -112.78985438   14.36060586];[1.1238036461212775, -0.12300975015640109, 0.30979137615316255, -1.2957675656714076];[-22.43, -117.65, 13.71]
[ -20.74525117 -112.78408417   20.74525118];[1.2847808350644732, -0.11841247955381176, 0.1184124143276059, -1.2847807772478121];[-22.38, -117.1, 20.59]
[ -20.74903977 -112.76994845   27.13239048];[1.4364950457295933, -0.11002694592722265, -0.0746912565909786, -1.2670360667462905];[-22.4, -116.65, 26.9]
[ -20.75272467 -112.75793739   33.51968476];[1.5790645073162444, -0.09628514552164302, -0.2701720502003372, -1.2402780563906093];[-22.42, -116.07, 33.31]
[ -20.75675248 -112.74486549   39.90622946];[1.7140550400555497, -0.07589956437252662, -0.4694352713860036, -1.2028416719582082];[-22.28, -115.62, 39.51]
[ -27.1415959  -112.75049998   36.71575117];[1.624405521034132, 0.10241141967766314, -0.3750918261990032, -1.369376239902281];[-28.35, -115.54, 37.2]
[ -27.13688399 -112.7632175    30.32844139];[1.4880655020774205, 0.08738189809388558, -0.17886508499544593, -1.4035330519155802];[-28.6, -116.05, 30.82]
[ -27.13345994 -112.76967453   23.94182427];[1.343060980466457, 0.07783541971205885, 0.01425383689560912, -1.4276206996918113];[-28.41, -116.4, 24.29]
[ -27.13041491 -112.77556931   17.55573033];[1.1883822228410006, 0.07248378413193537, 0.20524044827056806, -1.4433190115994023];[-28.19, -116.82, 17.93]
[ -27.12787302 -112.78094859   11.17080531];[1.0241891458697476, 0.0699502440644705, 0.39419797078433993, -1.4525337781380032];[-28.3, -117.18, 11.19]
[ -27.12594362 -112.78614899    4.78713173];[0.8515020111464663, 0.06902825771423474, 0.5803905240250895, -1.4569334672071435];[-28.48, -117.54, 4.12]
[ -27.12523729 -112.78878622   -1.59566762];[0.672026801757023, 0.06890274799930653, 0.7624716522005213, -1.4576987283747438];[-28.52, -117.7, -3.11]
[ -27.12682555 -112.7835482    -7.97882564];[0.48771512683701856, 0.06934973785888365, 0.9388153149061912, -1.455249950799169];[-28.32, -117.62, -9.94]
[ -27.12907386 -112.77830544  -14.36310465];[0.30000044525144576, 0.07094691994883198, 1.107429506423923, -1.4486230146433454];[-28.29, -117.37, -16.42]
[ -27.13188347 -112.77269162  -20.74865817];[0.10998655940241714, 0.0747224682653088, 1.266942897334094, -1.4363979062844185];[-28.46, -116.91, -22.75]
[ -27.13464807 -112.76920727  -27.13464809];[-0.08202973387261511, 0.08202965651345608, 1.416650088915446, -1.416650046557985];[-28.45, -116.41, -28.76]
[ -27.13919666 -112.75700359  -33.52220156];[-0.2764791701134209, 0.09412179713612903, 1.5572525825449262, -1.3878497662356193];[-28.4, -115.94, -34.8]
[ -27.14409617 -112.74363109  -39.90888102];[-0.4749936183240122, 0.11240985333378697, 1.6897848453665478, -1.3478887495587606];[-28.11, -115.58, -41.04]
[ -33.52791049 -112.74844549  -36.71876137];[-0.38536746800937893, 0.2947936399733495, 1.5915522293284694, -1.5059559715101516];[-34.09, -115.61, -38.81]
[ -33.52362711 -112.7561969   -30.33231831];[-0.19029437475982994, 0.28124632716549325, 1.4579589025490787, -1.542824547438485];[-34.25, -115.97, -32.4]
[ -33.52084516 -112.75774931  -23.94593042];[0.0013670801389343706, 0.2728462273646577, 1.3152992858890553, -1.5692481294453202];[-34.18, -116.3, -26.22]
[ -33.51735904 -112.76358722  -17.55896553];[0.19058317964885077, 0.26833638683904815, 1.1626002260291413, -1.5867181227853036];[-34.04, -116.61, -19.69]
[ -33.51442022 -112.76883477  -11.17299525];[0.37757899581421595, 0.26632782137811417, 1.0003569461548132, -1.5972544408147922];[-33.77, -116.89, -13.31]
[ -33.51217405 -112.77385785   -4.78811255];[0.5616994772347086, 0.2656652627988638, 0.8296811772630353, -1.6024329917517706];[-33.52, -117.03, -6.45]
[ -33.51135017 -112.77638204    1.59599917];[0.7416862795073612, 0.26558412262260594, 0.6522872138978699, -1.6033594094494945];[-33.72, -117.13, 0.56]
[ -33.51320192 -112.7713529     7.98042876];[0.9159785188744008, 0.2658870537969108, 0.47006817217509406, -1.6004333916128346];[-34.1, -117.0, 7.4]
[ -33.51581214 -112.76626172   14.36583976];[1.0826186889933938, 0.2670985118942778, 0.28438159161131393, -1.592744945710479];[-34.5, -116.76, 14.19]
[ -33.51904243 -112.7607642    20.75234751];[1.2401829789569367, 0.2701967283452992, 0.09624260206346208, -1.5789616539371671];[-34.74, -116.43, 20.94]
[ -33.52220161 -112.75700324   27.13919672];[1.3878498622692805, 0.27647910086957894, -0.09412187817153525, -1.5572524923939495];[-34.85, -115.99, 27.45]
[ -33.52515651 -112.75513131   33.52515652];[1.5257390805618152, 0.2873141634099614, -0.2873142376146813, -1.5257389994244035];[-34.7, -115.69, 33.65]
[ -33.53075258 -112.74135171   39.9118961 ];[1.655444418962475, 0.3038992469150266, -0.48481909459717, -1.4830471748810776];[-34.32, -115.79, 39.41]
[ -39.91351383 -112.73973847   36.72338251];[1.5471506027405837, 0.49175919601425094, -0.40132516230379794, -1.6339259835243578];[-39.57, -116.01, 36.88]
[ -39.9103494  -112.7426384    30.33758647];[1.4166722810391568, 0.47928746354172724, -0.20767637772729114, -1.6739864123271755];[-40.63, -115.85, 30.86]
[ -39.90738167 -112.74480498   23.95037977];[1.276604075692991, 0.47176953305833935, -0.017929104378694716, -1.7030500747310597];[-40.86, -116.05, 24.12]
[ -39.90356894 -112.75060867   17.56252099];[1.1264160501550908, 0.46786202274114386, 0.16902491142595505, -1.7227683260665487];[-40.6, -116.49, 17.62]
[ -39.9003083  -112.75576835   11.17542138];[0.966733704473269, 0.4662176210115181, 0.3534858368334898, -1.735013054679469];[-40.26, -116.79, 10.74]
[ -39.89779003 -112.76063062    4.7892036 ];[0.7987350252265413, 0.46572693945083976, 0.5348982333097759, -1.7412092257791303];[-39.85, -116.96, 3.67]
